品番,商品名_JA,catalog_pages,catalog_info,catalog_usage,catalog_features,catalog_size_material,catalog_evidence,issue_flags
CL600-C,クリップオングラス (ダークスモーク),,クリップオングラス (ダークスモーク) / 眼鏡店向け作業・販売補助 / 作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,眼鏡店向け作業・販売補助,作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,,画像=CL600-C_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
CL600-E,クリップオングラス (ブラウン),,クリップオングラス (ブラウン) / 眼鏡店向け作業・販売補助 / 作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,眼鏡店向け作業・販売補助,作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,,画像=CL600-E_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
CL600-F,クリップオングラス (ダークブラウン),,クリップオングラス (ダークブラウン) / 眼鏡店向け作業・販売補助 / 作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,眼鏡店向け作業・販売補助,作業や提案をスムーズにし、店頭対応の幅を広げやすい / 眼鏡店の作業や店頭提案を補助する商品です。用途に合わせて使うことで、修理・調整・販売時の対応をスムーズにしやすくします。,,画像=CL600-F_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-778-CG-A,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック),,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-778-CG-A_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-778-CG-B,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン),,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-778-CG-B_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-778-S-A,Dシリーズチタンプレミアムパッド(シルバー×ブラック),,Dシリーズチタンプレミアムパッド(シルバー×ブラック) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-778-S-A_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-778-S-B,Dシリーズチタンプレミアムパッド(シルバー×ブラウン),,Dシリーズチタンプレミアムパッド(シルバー×ブラウン) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-778-S-B_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-779-CG-A,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック),,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-779-CG-A_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-779-CG-B,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン),,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-779-CG-B_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-779-BK-A,Dシリーズチタンプレミアムパッド(ブラック×ブラック),,Dシリーズチタンプレミアムパッド(ブラック×ブラック) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-779-BK-A_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-779-BK-B,Dシリーズチタンプレミアムパッド(ブラック×ブラウン),,Dシリーズチタンプレミアムパッド(ブラック×ブラウン) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-779-BK-B_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
D141-779-RW-A,Dシリーズチタンプレミアムパッド(ベースメタル×ブラック),,Dシリーズチタンプレミアムパッド(ベースメタル×ブラック) / 鼻パッド / 耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,鼻パッド,耐久性とやさしい当たりを両立しやすい / 鼻パッドに使う商品です。サイズ・形状・素材を合わせて交換することで、鼻への当たりを整え、掛け心地やフレームの安定感を改善しやすくします。,,画像=D141-779-RW-A_1.jpg,no_catalog_evidence | no_catalog_page|printed_pages_normalized
